,names,address,phone,web,description,category,city,link,long,lat,principal
129,Poltec - CC ASIA MALL (ROOSEVELT),Calzada Roosevelt 13-88,24743214,http://www.poltecgym.com/,"El ejercicio es parte importante de un estilo de vida saludable. El ejercicio previene los problemas de salud, desarrolla resistencia, brinda más energía y puede ayudar a reducir el estrés.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Asia+Mall,+Calzada+Roosevelt+13-88,+Cdad.+de+Guatemala+01007,+Guatemala/@14.6234446,-90.5594861,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1a4cd058b8d:0x28348cac76ef1734!8m2!3d14.6234313!4d-90.5508237",-90.5594861,14.6234446,"{'type': 'Point', 'coordinates': ['-90.5594861', '14.6234446']}"
130,Poltec - CC EL FARO,"Dirección: Km. 17.9 Carretera a San Jose Pinula, Centro Comercial Local 14, El Faro",6637-4927,http://www.poltecgym.com/,"El ejercicio es parte importante de un estilo de vida saludable. El ejercicio previene los problemas de salud, desarrolla resistencia, brinda más energía y puede ayudar a reducir el estrés.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Megapaca+El+Faro/@14.5372688,-90.4627386,14.3z/data=!4m8!1m2!2m1!1skm+17.9+carretera+a+san+jose+pinula!3m4!1s0x8589bb49f3f35ab5:0x86aec38e86040e4b!8m2!3d14.5429823!4d-90.4452045",-90.4627386,14.5372688,"{'type': 'Point', 'coordinates': ['-90.4627386', '14.5372688']}"
131,Poltec - CC GRAN PORTAL PETAPA,"45 Calle 19-40, zona 12, C. C. Gran Portal Petapa ",2460-3185,http://www.poltecgym.com/,"El ejercicio es parte importante de un estilo de vida saludable. El ejercicio previene los problemas de salud, desarrolla resistencia, brinda más energía y puede ayudar a reducir el estrés.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Centro+Comercial+Gran+Portal+Petapa/@14.5700492,-90.5578678,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a13404349869:0xf607f0c6d8ac74e0!8m2!3d14.5700494!4d-90.549113",-90.5578678,14.5700492,"{'type': 'Point', 'coordinates': ['-90.5578678', '14.5700492']}"
132,Poltec - CC METRONORTE,"Km. 5 Carretera al Atlántico Zona 17, Guatemala Guatemala",2256-0882,http://www.poltecgym.com/,"El ejercicio es parte importante de un estilo de vida saludable. El ejercicio previene los problemas de salud, desarrolla resistencia, brinda más energía y puede ayudar a reducir el estrés.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Metronorte/@14.6473356,-90.4861922,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a29a9335c127:0xc0f84c4f0197cc07!8m2!3d14.6473358!4d-90.4774374",-90.4861922,14.6473356,"{'type': 'Point', 'coordinates': ['-90.4861922', '14.6473356']}"
133,Poltec - CC PLAZA SAN RAFAEL,Ruta al Atlántico CC. Plaza San Rafael Zona 18 Guatemala,2261-6391,http://www.poltecgym.com/,"El ejercicio es parte importante de un estilo de vida saludable. El ejercicio previene los problemas de salud, desarrolla resistencia, brinda más energía y puede ayudar a reducir el estrés.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Plaza+San+Rafael+Atl%C3%A1ntico/@14.6536344,-90.4652618,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a2a944f61d51:0x966d50e0fb5b0004!8m2!3d14.6536346!4d-90.456507",-90.4652618,14.6536344,"{'type': 'Point', 'coordinates': ['-90.4652618', '14.6536344']}"
134,Poltec - CC SANTA CLARA,"Km. 17.5 Pacifico, Terreno #6, C.C. Santa Clara, Villa Nueva., Guatemala 01011, Guatemala",6644-8279,http://www.poltecgym.com/,"El ejercicio es parte importante de un estilo de vida saludable. El ejercicio previene los problemas de salud, desarrolla resistencia, brinda más energía y puede ayudar a reducir el estrés.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Centro+Comercial+Santa+Clara/@14.5306173,-90.6067896,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a76339b1fa55:0x77d3ffcfe520c714!8m2!3d14.5306175!4d-90.5980348",-90.6067896,14.5306173,"{'type': 'Point', 'coordinates': ['-90.6067896', '14.5306173']}"
135,Pure Yoga,Diagonal 35 Blvd. Austriaco,tel:+(502) 2491-4240,https://directorio.guatemala.com/listing_reports.php?report=website&id=438,"El Yoga restablece el equilibrio, la simetría del cuerpo, aumenta la flexibilidad y reduce dolores. Únete a la familia de Pure Yoga y disfruta de una vida saludable.",Yoga,Guatemala - Guatemala,"https://www.google.com/maps/place/Pure+Yoga/@14.6119048,-90.4919407,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a2fdfe4123f1:0xb0d903b50c3ed6b4!8m2!3d14.611905!4d-90.4831859",-90.4919407,14.6119048,"{'type': 'Point', 'coordinates': ['-90.4919407', '14.6119048']}"
136,Ritmo y Sabor Guatemala,"4a. avenida, 16-24 zona 14, Ciudad de Guatemala Ver mapa.",4800-2015,https://es-la.facebook.com/ritmoysaborgt/,"Ritmo y Sabor es una reconocida academia en donde enseñan a bailar distintos tipos de música. Desde salsa, bachata, rueda de casino, merengue, clases personalizadas para niños y mucho más. Lo mejor es que cuentan con horarios bastante amplios para que elijas el que mejor te quede. Además, ofrecen un pase completo para poder disfrutar de todas las clases de la academia, sin limitación.",Baile,Guatemala - Guatemala,"https://www.google.com/maps/place/Ritmo+y+Sabor+Guatemala/@14.5794688,-90.5291688,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3e13a9938c9:0xec5564f2370758ab!8m2!3d14.579469!4d-90.520414",-90.5291688,14.5794688,"{'type': 'Point', 'coordinates': ['-90.5291688', '14.5794688']}"
137,Salsa in Motion Academy,"8 Calle 28-00, Zona 11 ",tel:+(502) 4215-1875,https://directorio.guatemala.com/listing_reports.php?report=website&id=522,"Salsa in Motion Academy es la mejor academia de Baile & Fitness en Guatemala. Si lo que quieres es aprender a bailar, has venido al lugar correcto. Además de salsa, con nosotros también podrás aprender a bailar bachata y tomar clases de Zumba Fitness.

Salsa In Motion Academy es arte, pasión, crecimiento, movimiento y vida. Promovemos y buscamos desarrollar en las personas su estado físico, psicológico y dancístico por medio de la interpretación y expresión musical.",Baile ,Guatemala - Guatemala,"https://www.google.com/maps/search/8+Calle+28-00,+Zona+11,+Ciudad+de+Guatemala,+Guatemala/@14.6223133,-90.5712667,15z/data=!3m1!4b1",-90.5712667,14.6223133,"{'type': 'Point', 'coordinates': ['-90.5712667', '14.6223133']}"
138,Salsa Latin Guatemala,"18 calle 15-51, Zona 13 C.C. Paseo Real, Ciudad de Guatemala Ver mapa.",4217-2567 | 4008-6112,https://www.facebook.com/Salsa-Latin-Guatemala-178268719078/,"¡Atención amantes del baile! Salsa Latin Guatemala es la primera academia profesional de baile latino de Guatemala. Lo mejor es que cuenta con más de 14 años de experiencia en el mundo del baile. Podrás encontrar clases de salsa, bachata, boogalo, pachanga, chachachá y más. Participan en competencias internacionales y cuentan con distintos niveles para que puedas aprender poco a poco.",Baile,Guatemala - Guatemala,"https://www.google.com/maps/place/SALSA+LATIN+GUATEMALA/@14.6223133,-90.5712667,15z/data=!4m5!3m4!1s0x8589a20a0cac7db9:0x86b5c4080f6c86a0!8m2!3d14.5800075!4d-90.5239709",-90.5712667,14.6223133,"{'type': 'Point', 'coordinates': ['-90.5712667', '14.6223133']}"
139,Scandinavia - Aguilar Batres,"Calzada Aguilar Batres14-07, Zona 12",Teléfonos: 2459-2586 y 2377-3013,https://www.scandinaviagym.com/,Cadena de 14 gimnasios. Siempre Cerca de Ti. Amplios Horarios. En las principales ciudades de Guatemala.,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Scandinavia+Gym/@14.6043201,-90.5539631,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a10cb7ef5ffd:0xd7db473bfd2a87ee!8m2!3d14.6043203!4d-90.5452083",-90.5539631,14.6043201,"{'type': 'Point', 'coordinates': ['-90.5539631', '14.6043201']}"
140,Scandinavia - Antigua Guatemala,7a Calle Poniente #34,Teléfonos: 7832 6763,https://www.scandinaviagym.com/,Cadena de 14 gimnasios. Siempre Cerca de Ti. Amplios Horarios. En las principales ciudades de Guatemala.,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Scandinavia+Gym/@14.5543297,-90.7458326,15z/data=!3m1!4b1!4m5!3m4!1s0x85890e0dbdbf2d9d:0x39558f5b19f63dea!8m2!3d14.5543299!4d-90.7370778",-90.7458326,14.5543297,"{'type': 'Point', 'coordinates': ['-90.7458326', '14.5543297']}"
141,Scandinavia - Arkadia Premium,Centro Comercial Arkadia zona 10,Teléfonos: 2211 0046,https://www.scandinaviagym.com/,Cadena de 14 gimnasios. Siempre Cerca de Ti. Amplios Horarios. En las principales ciudades de Guatemala.,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Arkadia+Shopping+Mall/@14.6029186,-90.5922493,12z/data=!4m8!1m2!2m1!1sscandinavia+arkadia!3m4!1s0x8589a39b9db4f0e3:0x93fb9aa9f9d920ba!8m2!3d14.5799767!4d-90.4932853",-90.5922493,14.6029186,"{'type': 'Point', 'coordinates': ['-90.5922493', '14.6029186']}"
142,Scandinavia - Carretera a El Salvador,"Km. 16.5, Carretera a El Salvador Salida a San José Pinula",Teléfonos: 2277-9297 y 6634-0633,https://www.scandinaviagym.com/,Cadena de 14 gimnasios. Siempre Cerca de Ti. Amplios Horarios. En las principales ciudades de Guatemala.,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Scandinavia+Gym/@14.5379815,-90.4895258,12.51z/data=!4m8!1m2!2m1!1sscandinavia+gym+carretera!3m4!1s0x0:0xdb6074abd9efe4da!8m2!3d14.5438331!4d-90.45398",-90.4895258,14.5379815,"{'type': 'Point', 'coordinates': ['-90.4895258', '14.5379815']}"
143,Scandinavia - El Frutal,"Centro Comercial El Frutal, Villa Nueva",Teléfonos: 3502 1704,https://www.scandinaviagym.com/,Cadena de 14 gimnasios. Siempre Cerca de Ti. Amplios Horarios. En las principales ciudades de Guatemala.,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Complejo+Comercial+El+Frutal/@14.5214516,-90.5730692,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a70036a4038d:0xe6dfb293fb358f71!8m2!3d14.5214518!4d-90.5643144",-90.5730692,14.5214516,"{'type': 'Point', 'coordinates': ['-90.5730692', '14.5214516']}"
144,Scandinavia - El Naranjo,Condado Naranjo,Teléfonos: 2212 7513,https://www.scandinaviagym.com/,Cadena de 14 gimnasios. Siempre Cerca de Ti. Amplios Horarios. En las principales ciudades de Guatemala.,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Condado+Naranjo,+Cdad.+de+Guatemala,+Guatemala/@14.6555265,-90.5509465,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1e1ab9cfc2d:0x27624c072872fd6d!8m2!3d14.6555267!4d-90.5421917",-90.5509465,14.6555265,"{'type': 'Point', 'coordinates': ['-90.5509465', '14.6555265']}"
145,Scandinavia - Galerías Primma,Centro Comercial Galerías Primma,Teléfonos: 2474 2815,https://www.scandinaviagym.com/,Cadena de 14 gimnasios. Siempre Cerca de Ti. Amplios Horarios. En las principales ciudades de Guatemala.,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Banco+CHN+Agencia+GALERIAS+PRIMMA/@14.6239898,-90.5619848,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1b4a3b6139b:0x1c0ea21ce50b46f0!8m2!3d14.62399!4d-90.55323",-90.5619848,14.6239898,"{'type': 'Point', 'coordinates': ['-90.5619848', '14.6239898']}"
146,Scandinavia - Metronorte,Centro Comercial Metronorte,Teléfonos: 2269 5605,https://www.scandinaviagym.com/,Cadena de 14 gimnasios. Siempre Cerca de Ti. Amplios Horarios. En las principales ciudades de Guatemala.,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Metro+Nte.,+Cdad.+de+Guatemala,+Guatemala/@14.6477058,-90.4874525,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a29aaeecf82b:0xcf3b17d29e9017ef!8m2!3d14.647706!4d-90.4786977",-90.4874525,14.6477058,"{'type': 'Point', 'coordinates': ['-90.4874525', '14.6477058']}"
147,Scandinavia - San Cristobal,Centro Comercial Arkadia zona 10,Teléfonos: 2478 1566,https://www.scandinaviagym.com/,Cadena de 14 gimnasios. Siempre Cerca de Ti. Amplios Horarios. En las principales ciudades de Guatemala.,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Scandinavia+Gym+San+Crist%C3%B3bal/@14.5967719,-90.587963,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a0ec4ca0b1ef:0x9c17332b007f20dc!8m2!3d14.5967721!4d-90.5792082",-90.587963,14.5967719,"{'type': 'Point', 'coordinates': ['-90.587963', '14.5967719']}"
148,Scandinavia - San Lucas,"Centro Comercial El Sauce, San Lucas Sacatepéquez",Teléfonos: 7830 1641,https://www.scandinaviagym.com/,Cadena de 14 gimnasios. Siempre Cerca de Ti. Amplios Horarios. En las principales ciudades de Guatemala.,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Scandinavia+Gym+San+Lucas/@14.6092074,-90.6689162,15z/data=!3m1!4b1!4m5!3m4!1s0x85890b9fb0624649:0x899bdab0f4cd0ebc!8m2!3d14.6092076!4d-90.6601614",-90.6689162,14.6092074,"{'type': 'Point', 'coordinates': ['-90.6689162', '14.6092074']}"
149,Scandinavia - San Rafael,"km. 7.5 Carretera a El Atlántico zona 18, c.c. San Rafael, local #90",Teléfonos: 2267 2919,https://www.scandinaviagym.com/,Cadena de 14 gimnasios. Siempre Cerca de Ti. Amplios Horarios. En las principales ciudades de Guatemala.,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Scandinavia+Gym+San+Rafael+Z.+18/@14.6532228,-90.4649288,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a2a937f773db:0x45c79b4a708fdc35!8m2!3d14.653223!4d-90.456174",-90.4649288,14.6532228,"{'type': 'Point', 'coordinates': ['-90.4649288', '14.6532228']}"
150,Scandinavia - Vista Hermosa,Boulevard Vista Hermosa 21-95 zona 15,Teléfonos: 2277-9296 y 2369-1018,https://www.scandinaviagym.com/,Cadena de 14 gimnasios. Siempre Cerca de Ti. Amplios Horarios. En las principales ciudades de Guatemala.,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Scandinavia,+Blvd.+Vista+Hermosa,+Cdad.+de+Guatemala,+Guatemala/@14.5866982,-90.4969745,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a39fde4b6d65:0x387eed2562774f43!8m2!3d14.5867351!4d-90.4882498",-90.4969745,14.5866982,"{'type': 'Point', 'coordinates': ['-90.4969745', '14.5866982']}"
151,Scandinavia - Xela,"Avenida Las Américas 11-50 Zona 3 Condado Santa María Local 8, Quetzaltenango",Teléfonos: 7763 7802,https://www.scandinaviagym.com/,Cadena de 14 gimnasios. Siempre Cerca de Ti. Amplios Horarios. En las principales ciudades de Guatemala.,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Scandinavia+GYM/@14.8538938,-91.5446574,15z/data=!3m1!4b1!4m5!3m4!1s0x858e981730c8d9e7:0xa16da8e110fb76fa!8m2!3d14.853894!4d-91.5359026",-91.5446574,14.8538938,"{'type': 'Point', 'coordinates': ['-91.5446574', '14.8538938']}"
152,Scandinavia - Zona 5,"39 calle 21 07, zona 5 (atrás de Paiz)",Teléfonos: 2335 7683,https://www.scandinaviagym.com/,Cadena de 14 gimnasios. Siempre Cerca de Ti. Amplios Horarios. En las principales ciudades de Guatemala.,Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Scandinavia+GYM/@14.6258812,-90.5037273,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a25a55c5264b:0x13e8d834524e1d7b!8m2!3d14.6258814!4d-90.4949725",-90.5037273,14.6258812,"{'type': 'Point', 'coordinates': ['-90.5037273', '14.6258812']}"
153,Schumann'S Cordova,Blvd San Cristobal Centro Comercial San Cristobal Zona 8 Mixco,(+502) 2478 1097,http://www.schumanscordova.com,,artes marciales,Guatemala - Guatemala,"https://www.google.com/maps/place/Centro+Comercial+San+Cristobal,+Cdad.+de+Guatemala,+Guatemala/@14.5950688,-90.5879301,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a0ec6935db51:0x3b22080dad643963!8m2!3d14.595069!4d-90.5791753",-90.5879301,14.5950688,"{'type': 'Point', 'coordinates': ['-90.5879301', '14.5950688']}"
154,Schumann's Majadas,"27 Avenida 6-40, Parque Comercial Las Majadas, ",tel:+(502) 3231-6693,,"En nuestro gimnasio Schumann's Majadas enseñamos Artes Marciales Mixtas (MMA) basados en el ""Galvan Combat System"" con la franquicia internacional ""Bonebreakers"" que ha desarrollado exitosamente un sistema de artes marciales mixtas efectivo, basado principalmente en muay thai, jiujitsu, boxeo y catch wrestling.

El sistema que enseñamos además de poner énfasis en la efectividad combativa, mantiene muy claro su papel como instrumento de desarrollo integral, planteando una serie de valores como: decisión, honor, valor, control, carácter, sinceridad y balance, que son las 7 normas para la vida.",Artes Marciales,Guatemala - Guatemala,"https://www.google.com/maps/place/Majadas+Once/@14.6206232,-90.5704469,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1adaa76cd35:0x53a233299ace5eeb!8m2!3d14.6206234!4d-90.5616921",-90.5704469,14.6206232,"{'type': 'Point', 'coordinates': ['-90.5704469', '14.6206232']}"
155,Schumanns Sporta,Km. 18.5 Carretera a El Salvador,tel:+(502) 6633-9623,https://directorio.guatemala.com/listing_reports.php?report=website&id=3438,"La misión de Schumanns Sporta es formar a personas con valores y actitud positiva hacia cualquier situación, enseñar el camino de la disciplina sin maltrato, para alcanzar el éxito. Enseñamos artes marciales para cualquier edad.",Artes Marciales,Guatemala - Guatemala,"https://www.google.com/maps/place/Sporta/@14.6204557,-90.8418859,10z/data=!4m8!1m2!2m1!1ssporta!3m4!1s0x8589a4c35cac38c1:0x4d2a81fde0ef0820!8m2!3d14.5317507!4d-90.4654229",-90.8418859,14.6204557,"{'type': 'Point', 'coordinates': ['-90.8418859', '14.6204557']}"
156,Sense CrossFit,"9a. avenida 16-03, Zona 10",2366 5836,https://www.facebook.com/amsicrossfit/,crossfit,crossfit,Guatemala - Guatemala,"https://www.google.com/maps/place/SENSE+Crossfit/@14.5941907,-90.5176285,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3c72cc086f1:0x8758aa7f5a6f2567!8m2!3d14.5941909!4d-90.5088737",-90.5176285,14.5941907,"{'type': 'Point', 'coordinates': ['-90.5176285', '14.5941907']}"
157,Sky Dance Academy,Bul Tulmtzu 17 Av 2-15 C.C. Valle del Sol Z.4 Mixco,(+502) 2431 4113,http://www.skydancegt.com,,ballet,Guatemala - Guatemala,"https://www.google.com/maps/place/Sky+Dance+Academy/@14.6430528,-90.5737868,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a033193e577b:0x7510c287efaa5c3a!8m2!3d14.643053!4d-90.565032",-90.5737868,14.6430528,"{'type': 'Point', 'coordinates': ['-90.5737868', '14.6430528']}"
158,Smart Fit - El Naranjo," Plaza Kalú, locales R2-R5 - 23 calle 14-50 Zona 4 de Mixco - Condado El Naranjo Mixco, GU - Guatemala",,https://www.smartfit.com.gt/,"Inaugurada en 2009, Smart Fit fue creada con el propósito de democratizar el acceso a la práctica de actividad física de alto nivel, con planes accesibles y adhesión facilitada.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/PLAZA+KALU+CONDADO+NARANJO/@14.6430528,-90.5737868,15z/data=!4m5!3m4!1s0x8589a1e42644460f:0x9a67d7167d839caa!8m2!3d14.6502645!4d-90.5397667",-90.5737868,14.6430528,"{'type': 'Point', 'coordinates': ['-90.5737868', '14.6430528']}"
159,Smart Fit - Los Próceres,"  3ª Avenida 16-52, Z.10 -  Centro Comercial Los Próceres Ciudad de Guatemala, GU - Guatemala",,https://www.smartfit.com.gt/,"Inaugurada en 2009, Smart Fit fue creada con el propósito de democratizar el acceso a la práctica de actividad física de alto nivel, con planes accesibles y adhesión facilitada.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Centro+Comercial+Los+Proceres/@14.5948416,-90.5244171,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3c4a49fb9e7:0x7f3ab2b6daf28ec5!8m2!3d14.5948418!4d-90.5156623",-90.5244171,14.5948416,"{'type': 'Point', 'coordinates': ['-90.5244171', '14.5948416']}"
160,Smart Fit - Metrocentro Villa Nueva," Centro Comercial Metrocentro local L103 -  0 Calle 16-20, Zona 4 - Villa Nueva Ciudad de Guatemala, GU - Guatemala",,https://www.smartfit.com.gt/,"Inaugurada en 2009, Smart Fit fue creada con el propósito de democratizar el acceso a la práctica de actividad física de alto nivel, con planes accesibles y adhesión facilitada.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Metrocentro+Villa+Nueva/@14.5135495,-90.5859758,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a7a6aab46371:0x9b721760501f0a2a!8m2!3d14.5135497!4d-90.577221",-90.5859758,14.5135495,"{'type': 'Point', 'coordinates': ['-90.5859758', '14.5135495']}"
161,Smart Fit - Metroplaza Carr. a El Salvador," Km 13.1  - Carr. a El Salvador, Local 208 Ciudad de Guatemala, GU - Guatemala",,https://www.smartfit.com.gt/,"Inaugurada en 2009, Smart Fit fue creada con el propósito de democratizar el acceso a la práctica de actividad física de alto nivel, con planes accesibles y adhesión facilitada.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Centro+Comercial+Metroplaza/@14.5677316,-90.4809267,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a4ddc2393af9:0x4ce61a597ef7a28c!8m2!3d14.5677318!4d-90.4721719",-90.4809267,14.5677316,"{'type': 'Point', 'coordinates': ['-90.4809267', '14.5677316']}"
162,Smart Fit - QUO Zona 4," Via 7, 4-20, Zona 4, Torre Q, Segundo Nivel, Guatemala  -  Ciudad de Guatemala, GU - Guatemala",,https://www.smartfit.com.gt/,"Inaugurada en 2009, Smart Fit fue creada con el propósito de democratizar el acceso a la práctica de actividad física de alto nivel, con planes accesibles y adhesión facilitada.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Via+7+4-51,+Cdad.+de+Guatemala,+Guatemala/@14.6179806,-90.5234065,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a2318fa65369:0x1056ae2c880b87f2!8m2!3d14.6179808!4d-90.5146517",-90.5234065,14.6179806,"{'type': 'Point', 'coordinates': ['-90.5234065', '14.6179806']}"
163,Smart Fit - Rambla," Centro Comercial Rambla 10 - Boulevar Los Próceres 25-76 Ciudad de Guatemala, GU - Guatemala",,https://www.smartfit.com.gt/,"Inaugurada en 2009, Smart Fit fue creada con el propósito de democratizar el acceso a la práctica de actividad física de alto nivel, con planes accesibles y adhesión facilitada.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Rambla10/@14.6179806,-90.5234065,15z/data=!4m5!3m4!1s0x8589a39a48fb4755:0xe1a0adff51a5c4a3!8m2!3d14.5807364!4d-90.4953474",-90.5234065,14.6179806,"{'type': 'Point', 'coordinates': ['-90.5234065', '14.6179806']}"
164,Smart Fit - Tikal Futura," Calzada Roosevelt 23-43 -  Ciudad de Guatemala, GU - Guatemala",,https://www.smartfit.com.gt/,"Inaugurada en 2009, Smart Fit fue creada con el propósito de democratizar el acceso a la práctica de actividad física de alto nivel, con planes accesibles y adhesión facilitada.",Gimnasios de Educación Física,Guatemala - Guatemala,"https://www.google.com/maps/place/Grand+Tikal+Futura+Hotel/@14.6225814,-90.5629352,15z/data=!3m1!4b1!4m8!3m7!1s0x8589a1baa9d16f77:0x6867b4859eecd06e!5m2!4m1!1i2!8m2!3d14.6225816!4d-90.5541804",-90.5629352,14.6225814,"{'type': 'Point', 'coordinates': ['-90.5629352', '14.6225814']}"
165,Sporta Gym,Km 18.5 Carretera a El Salvador,tel:+(502) 6648-0100,https://directorio.guatemala.com/listing_reports.php?report=website&id=291,"En nuestro club no hay actitudes hostiles! Cada persona tiene metas diferentes cuando comienza pero todas desean obtener resultados. Ayudarles a que luzcan y se sientan en óptimas condiciones es nuestra misión y la razón de por qué le encantará estar con nosotros.

En Sporta Usted siempre tiene acceso a nuestros instructores y a las últimas técnicas de fitness y entrenamiento, todo en una localización muy conveniente.

¡Cada vez que venga a entrenar se sentirá muy bien al salir; sabiendo que luce y se siente de lo mejor!",Pesas,Guatemala - Guatemala,"https://www.google.com/maps/place/Sporta/@14.5317505,-90.4741777,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a4c35cac38c1:0x4d2a81fde0ef0820!8m2!3d14.5317507!4d-90.4654229",-90.4741777,14.5317505,"{'type': 'Point', 'coordinates': ['-90.4741777', '14.5317505']}"
166,Sporta Gym,La Noria,,,,,,"https://www.google.com/maps/place/Sporta+La+Noria+Zona+14/@14.5813158,-90.5245548,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3ef5d272ff1:0x96a70e580f38e0f8!8m2!3d14.581316!4d-90.5158",-90.5245548,14.5813158,"{'type': 'Point', 'coordinates': ['-90.5245548', '14.5813158']}"
167,Squash Zone,10 Avenida 10-50 Zona 14,(+502) 5580 1015,,,entrenamiento fisico,Guatemala - Guatemala,"https://www.google.com.ar/maps/place/Futeca+Sport+Gym+Zona+14/@14.5828328,-90.5236105,15z/data=!4m13!1m7!3m6!1s0x8589a3e8d1d61e09:0x83920cdfe53d90f!2s10+Avenida+10,+Cdad.+de+Guatemala,+Guatemala!3b1!8m2!3d14.582833!4d-90.5148557!3m4!1s0x8589a3e8a508e5b3:0xebb704721f7b3be6!8m2!3d14.582708!4d-90.515705",-90.5236105,14.5828328,"{'type': 'Point', 'coordinates': ['-90.5236105', '14.5828328']}"
168,Studio Fit,Km 32.2 San Lucas Sacatepéquez,tel:+(502) 4108-2156,,Studio Fit es un centro de ejercicios físicos que te ofrece clases guiadas con entrenadores certificados y profesionales.,Pesas,Guatemala - Guatemala,"https://www.google.com.ar/maps/place/STUDIO+FIT/@14.5886177,-90.6699123,15z/data=!3m1!4b1!4m5!3m4!1s0x85890b382c5294fd:0xb233e563528de96a!8m2!3d14.5886179!4d-90.6611575",-90.6699123,14.5886177,"{'type': 'Point', 'coordinates': ['-90.6699123', '14.5886177']}"
169,Studio Fitness,Carretera al Salvador,,,,,,"https://www.google.com.ar/maps/place/Studio+Fitness/@14.5169224,-90.4841287,15.49z/data=!4m5!3m4!1s0x8589a51d5b7e931b:0x9c537f9552d4fe13!8m2!3d14.5178745!4d-90.4776766",-90.4841287,14.5169224,"{'type': 'Point', 'coordinates': ['-90.4841287', '14.5169224']}"
170,The Boxing Club,"20 calle 25-85, Zona 10",tel:+(502) 2363-3026,https://directorio.guatemala.com/listing_reports.php?report=website&id=490,"The Boxing Club es una escuela de boxeo enfocada en ofrecer instrucción de boxeo como fitness para lograr disciplina, quema de grasa, eliminación de estrés y defensa personal.",Boxeo,Guatemala - Guatemala,"https://www.google.com.ar/maps/place/20+calle+2585,+Guatemala/@14.5796602,-90.503927,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a39a556cc6e9:0x3645cbc782229629!8m2!3d14.5796604!4d-90.4951722",-90.503927,14.5796602,"{'type': 'Point', 'coordinates': ['-90.503927', '14.5796602']}"
